image,caption
488196964_49159f11fd.jpg#3,A dog walks through the water with an object in its mouth .
488196964_49159f11fd.jpg#4,A very wet dog coming toward the camera through a mossy pond with a ball .
488356951_b3b77ad832.jpg#0,A man with red shirt and black hat stares at another man .
488356951_b3b77ad832.jpg#1,Asian man in red flowered shirt and hat in discussion with two other men
488356951_b3b77ad832.jpg#2,"Talk between man in Hawaiian shirt , older man in gray and man seen from behind ."
488356951_b3b77ad832.jpg#3,"These three men are sitting near each other , and are all wearing short sleeved shirts ."
488356951_b3b77ad832.jpg#4,"Three men , one in a red and white shirt , are sitting together ."
488408004_a1e26d4886.jpg#0,A child in formal clothing is walking along the edge of a stony area that is littered in places .
488408004_a1e26d4886.jpg#1,A little boy with a blue jacket is making a sour face at the camera .
488408004_a1e26d4886.jpg#2,A young boy wearing a light blue jacket walks across the brick patio .
488408004_a1e26d4886.jpg#3,A young boy with a blue coat makes a funny face as he walks towards the grass .
488408004_a1e26d4886.jpg#4,"The young boy is walking wearing a blue jacket , a black sweater and white collared shirt ."
489065557_0eb08889cd.jpg#0,A boy jumping from a rope into the water .
489065557_0eb08889cd.jpg#1,A boy wearing red swim trunks is swinging from a rope into the water .
489065557_0eb08889cd.jpg#2,A man has let go of the rope swing over the river .
489065557_0eb08889cd.jpg#3,A person in swimming trunks who has used a rope swing to jump into a lake .
489065557_0eb08889cd.jpg#4,The man is dropping from a swinging rope into a calm river .
489372715_ce52da796a.jpg#0,A brown dog is shaking his head while standing on sand .
489372715_ce52da796a.jpg#1,A brown dog with large ears is shaking its self while standing on sand .
489372715_ce52da796a.jpg#2,An orange dog shakes his head very hard on the sand .
489372715_ce52da796a.jpg#3,a tan dog shaking its body
489372715_ce52da796a.jpg#4,The orange haired dog shook its head while standing on the beach .
489773343_a8aecf7db3.jpg#0,"A small girl in pink and blue , on the beach , shows something to two black dogs ."
489773343_a8aecf7db3.jpg#1,A young girl in a pink and blue wetsuit and oversized red flip flops presents a little red ball to a big black dog while another dog looks on .
489773343_a8aecf7db3.jpg#2,a young girl putting a red ball in a black dogs mouth on the beach
489773343_a8aecf7db3.jpg#3,The little girl in the sand is handing a ball to one of the two black dogs .
489773343_a8aecf7db3.jpg#4,two black dogs wait for a little girl to throw a ball at the beach
491405109_798222cfd0.jpg#0,A girl poses with her head upside down .
491405109_798222cfd0.jpg#1,A little girl hangs her head upside down .
491405109_798222cfd0.jpg#2,A small girl is doing a handstand while smiling
491405109_798222cfd0.jpg#3,A upside down girl 's face .
491405109_798222cfd0.jpg#4,a young girl smiling with her head upside down
491564019_1ca68d16c1.jpg#0,A child enjoying themselves on a yellow slide at a park .
491564019_1ca68d16c1.jpg#1,A little girl in a yellow t-shirt is tumbling towards the end of a yellow slide .
491564019_1ca68d16c1.jpg#2,A little girl slides down a twisty yellow slide .
491564019_1ca68d16c1.jpg#3,A small blond girl wearing a yellow shirt sliding down a yellow slide with her feet in the air .
491564019_1ca68d16c1.jpg#4,A young girl with a yellow shirt sliding down a yellow slide
491964988_414b556228.jpg#0,A little girl runs down a path in a Japanese garden .
491964988_414b556228.jpg#1,A little girl skips down a path near an idyllic country pond .
491964988_414b556228.jpg#2,"A young girl hops on the path to avoid the puddles , located near a lake ."
491964988_414b556228.jpg#3,A young girl is jumping on a gravel road near a pond .
491964988_414b556228.jpg#4,The girl runs near a pond .
492802403_ba5246cfea.jpg#0,One dog jumps up to catch a ball as another dog runs towards it .
492802403_ba5246cfea.jpg#1,Two dogs are playing in a fenced in yard .
492802403_ba5246cfea.jpg#2,Two dogs play catch with a rubber ball .
492802403_ba5246cfea.jpg#3,Two large dogs are playing together in a yard with a tall fence .
492802403_ba5246cfea.jpg#4,Two tan dogs playing together in a fenced yard .
493109089_468e105233.jpg#0,A little boy in a red jacket plays on a jungle gym .
493109089_468e105233.jpg#1,A little boy playing on a playground .
493109089_468e105233.jpg#2,A small black child plays on an outdoor jungle gym .
493109089_468e105233.jpg#3,A young boy in a black sweatshirt and red vest plays on a red jungle gym .
493109089_468e105233.jpg#4,boy playing on some metal bars
493507605_48fe8e3739.jpg#0,A black dog is chasing another black dog .
493507605_48fe8e3739.jpg#1,A wet black dog is running away from another black dog .
493507605_48fe8e3739.jpg#2,Two black dogs run along the green grass .
493507605_48fe8e3739.jpg#3,"Two black , wet dogs running on grass ."
493507605_48fe8e3739.jpg#4,Two dogs chasing each other in the grass
493621130_152bdd4e91.jpg#0,A brown dog leaps into the water .
493621130_152bdd4e91.jpg#1,A dog leaping off a boat
493621130_152bdd4e91.jpg#2,A dog wearing a collar jumping from a platform .
493621130_152bdd4e91.jpg#3,a grey and brown dog jumps off a dock into a lake
493621130_152bdd4e91.jpg#4,A light brown dog with his tail in the air jumps of a pontoon toward the water .
494329594_6e751372a0.jpg#0,A black woman in a pink bikini is sitting on a towel on a lounge chair .
494329594_6e751372a0.jpg#1,A girl with hot pink toe nails and bathing suit is laying on a hot pink towel .
494329594_6e751372a0.jpg#2,A woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel .
494329594_6e751372a0.jpg#3,"There is a very oiled darker woman on a pink towel , lounging on a lawn chair next to her flip flops and suntan lotion ."
494329594_6e751372a0.jpg#4,Woman in pink is suntanning
494907021_321e82877a.jpg#0,A group of children playing with props
494907021_321e82877a.jpg#1,A group of kids are sword fighting .
494907021_321e82877a.jpg#2,Children are playing with toy swords in the street .
494907021_321e82877a.jpg#3,Children play fight with swords .
494907021_321e82877a.jpg#4,Some children tugging on a rope next to a building in a city .
495054019_3dee8a02f5.jpg#0,A white haired coach is coaching his team of young men while they run towards him .
495054019_3dee8a02f5.jpg#1,A white haired coach stands in front of a group of high school age boys running past him .
495054019_3dee8a02f5.jpg#2,Three teenage boys are running towards an older man in a white shirt .
495054019_3dee8a02f5.jpg#3,Three young men face an older man with a whistle .
495054019_3dee8a02f5.jpg#4,Three young men sprinting past their coach outside .
495055747_a75872762a.jpg#0,An elderly woman crosses the road in a city .
495055747_a75872762a.jpg#1,An elderly woman in a red jacket is walking up a hilly city street .
495055747_a75872762a.jpg#2,An elderly woman in blue and red crosses the street in a crosswalk .
495055747_a75872762a.jpg#3,An elderly woman walking uphill crossing the street .
495055747_a75872762a.jpg#4,Old lady crosses the street in the city .
495340319_705f2e63d6.jpg#0,Boys playing tag football run down the field .
495340319_705f2e63d6.jpg#1,One kid is chasing another kid who is holding a football .
495340319_705f2e63d6.jpg#2,One kid is running across a field carrying a football while another is close behind grabbing for his flags .
495340319_705f2e63d6.jpg#3,Two children playing tag football .
495340319_705f2e63d6.jpg#4,Two little boys play football on green grass .
495341977_b27279f962.jpg#0,Two brown dogs are biting on a black Frisbee .
495341977_b27279f962.jpg#1,Two dogs are wrestling over a piece of black material .
495341977_b27279f962.jpg#2,Two dogs holding a single black Frisbee in their mouths
495341977_b27279f962.jpg#3,Two dogs holding one Frisbee in their mouths .
495341977_b27279f962.jpg#4,Two large brown dogs are both grabbing a black Frisbee .
49553964_cee950f3ba.jpg#0,A man holding onto ropes while boogie boarding .
49553964_cee950f3ba.jpg#1,A man holds onto ropes and is pulled through the water on his ski .
49553964_cee950f3ba.jpg#2,A man rides a wakeboard attached to a parachute .
49553964_cee950f3ba.jpg#3,A man windsurfing .
49553964_cee950f3ba.jpg#4,The man is waterskiing .
496110746_a93ca191ae.jpg#0,A child swings on a swing .
496110746_a93ca191ae.jpg#1,A kid is upside down on a swing .
496110746_a93ca191ae.jpg#2,a young child in a purple shirt hanging upside down on a swing
496110746_a93ca191ae.jpg#3,"Little girl , upside down on swing ."
496110746_a93ca191ae.jpg#4,The girl wears a purple outfit and swings upside down .
496380034_d22aeeedb3.jpg#0,A black and a white dog are both going for a blue soccer ball .
496380034_d22aeeedb3.jpg#1,A black and tan dog and a black and white dog are playing ball in the grass .
496380034_d22aeeedb3.jpg#2,A black dog and a white dog play with each other and a green ball .
496380034_d22aeeedb3.jpg#3,Two dogs are trying to grab a ball .
496380034_d22aeeedb3.jpg#4,Two medium sized dogs playing with a green ball
496606439_9333831e73.jpg#0,woman smile and wave to the camera
496606439_9333831e73.jpg#1,A woman in a red shirt is waving while standing behind another woman with black hair .
496606439_9333831e73.jpg#2,A woman in pink is staring while a woman is red is posing nearby kitchen items .
496606439_9333831e73.jpg#3,Two women are smiling together at a restaurant .
496606439_9333831e73.jpg#4,Two women in front of boxes of tea and cups .
497122685_a51b29dc46.jpg#0,A girl in a colourful bathing suit being ejected from a water slide into the pool .
497122685_a51b29dc46.jpg#1,A girl is screaming as she comes off the water slide .
497122685_a51b29dc46.jpg#2,A little girl sliding into a pool .
497122685_a51b29dc46.jpg#3,The girl is coming off of a water slide into a pool .
497122685_a51b29dc46.jpg#4,Young girl in an bathing suit falling off the end of a slide into a pool .
497579819_f91b26f7d3.jpg#0,A dog looks out over green grass and flowers .
497579819_f91b26f7d3.jpg#1,A dog tied to a leash in an open grassy area .
497579819_f91b26f7d3.jpg#2,A terrier stands in a field of grass and daisies
497579819_f91b26f7d3.jpg#3,Small dog looking into background
497579819_f91b26f7d3.jpg#4,The black and brown dog is on a leash in a field and facing away from the camera .
497791037_93499238d8.jpg#0,a boy jumping off a swing
497791037_93499238d8.jpg#1,A boy jumps off a swing on the swing set when its high enough .
497791037_93499238d8.jpg#2,A child in a white shirt coming out of a swing in midair .
497791037_93499238d8.jpg#3,A young boy leaps off a swing .
497791037_93499238d8.jpg#4,The boy wearing white is leaping from the swing .
498748832_941faaaf40.jpg#0,A girl with a black bag in a cramped position on a train
498748832_941faaaf40.jpg#1,"Asian woman in crowd , carrying black bag with "" pain "" and spiked knuckle graphic ."
498748832_941faaaf40.jpg#2,A woman holding black and white bag rides the subway .
498748832_941faaaf40.jpg#3,A woman in a white outfit holds her purse while on a crowded bus .
498748832_941faaaf40.jpg#4,"A young woman in white , carrying a black handbag stands in a crowd ."
498794783_cc2ac62b47.jpg#0,A girl in a dress is blowing bubbles with another girl behind her .
498794783_cc2ac62b47.jpg#1,Girls blow bubbles outdoors .
498794783_cc2ac62b47.jpg#2,There are two young girls in colorful dresses blowing bubbles .
498794783_cc2ac62b47.jpg#3,Two girls in colourful dresses blowing bubbles at a park .
498794783_cc2ac62b47.jpg#4,Two little girls wearing bright dresses are blowing bubbles with bubble wands .
50030244_02cd4de372.jpg#0,a cat sits alone in dry grass .
50030244_02cd4de372.jpg#1,A group of cats sit in the grass .
50030244_02cd4de372.jpg#2,several cats resting in a field of dry grass
50030244_02cd4de372.jpg#3,The cats are lazily laying in the field of dry grass .
50030244_02cd4de372.jpg#4,"The three cats , two white with calico accents and a gray tabby , are laying in the brown grass ."
500308355_f0c19067c0.jpg#0,A lady in a yard holding a dog while another dog is jumping
500308355_f0c19067c0.jpg#1,A white dog jumps at a woman holding another dog .
500308355_f0c19067c0.jpg#2,A woman wearing shorts is holding a tan dog while a white dog jumps up in front of her .
500308355_f0c19067c0.jpg#3,Lady playing with her two dogs in the yard .
500308355_f0c19067c0.jpg#4,"Woman on grass , cradling small dog as another dog jumps up ."
500446858_125702b296.jpg#0,A small white dog is running through the dirt right on the outside of a patch of grass where two people and another small black dog are playing .
500446858_125702b296.jpg#1,A small white dog runs .
500446858_125702b296.jpg#2,A white dog is running on gravel away from two people and a black and brown dog .
500446858_125702b296.jpg#3,White dog outside with two people in background .
500446858_125702b296.jpg#4,White fluffy dog running in the dirt .
500678178_26ce0f4417.jpg#0,A child lies in the hay with only a head and arm showing .
500678178_26ce0f4417.jpg#1,A young child is covered in straw except for the head and left arm .
500678178_26ce0f4417.jpg#2,Child playing and hiding underneath hay .
500678178_26ce0f4417.jpg#3,Girl hides in hay .
500678178_26ce0f4417.jpg#4,The child is playing hide and seek in the hay .
501320769_31eea7b7ea.jpg#0,A child in a white bathrobe is standing in a doorway .
501320769_31eea7b7ea.jpg#1,A man in a bathrobe with its arms tied together crosses a threshold .
501320769_31eea7b7ea.jpg#2,A young black child is wrapped in a white robe and standing in a bathroom doorway .
501320769_31eea7b7ea.jpg#3,A young black girl emerges from the bathroom wrapped in a bathrobe and towel .
501320769_31eea7b7ea.jpg#4,A young girl wearing a white bathrobe stands by a door .
501650847_b0beba926c.jpg#0,A brown dog starring at a soccer ball .
501650847_b0beba926c.jpg#1,A man holding out a deflated soccer ball to a grey dog .
501650847_b0beba926c.jpg#2,Large gray dog being handed a white soccer ball .
501650847_b0beba926c.jpg#3,someone is holding out a punctured ball in front of a brown dog with a red collar .
501650847_b0beba926c.jpg#4,The owner tries to hand a deflated ball to his dog .
501684722_0f20c4e704.jpg#0,A girl kisses another little girl while the third is falling out of frame .
501684722_0f20c4e704.jpg#1,Three girls pose for a picture and one of the girls kisses the others cheek .
501684722_0f20c4e704.jpg#2,"three well dressed girls , one kissing the other , a third leaning back ."
501684722_0f20c4e704.jpg#3,Three young girls are embracing each other and seem happy .
501684722_0f20c4e704.jpg#4,Two girls dressed in white and one dressed in brown .
502884177_25939ac000.jpg#0,An older woman in a red vest with a group of other people at the street .
502884177_25939ac000.jpg#1,an old lady walks down the street .
502884177_25939ac000.jpg#2,A woman in a red vest stands in a crowd .
502884177_25939ac000.jpg#3,A woman in red stands with other people outside .
502884177_25939ac000.jpg#4,Closeup of an elderly woman walking across a street with her male companion .
503090187_8758ab5680.jpg#0,A man gets ready to take a picture .
503090187_8758ab5680.jpg#1,A man is looking at his camera
503090187_8758ab5680.jpg#2,A man looking at a picture in his camera .
503090187_8758ab5680.jpg#3,"A man with a digital camera , looking at the screen ."
503090187_8758ab5680.jpg#4,A photographer prepares for a shot .
504385521_6e668691a3.jpg#0,A big dog shakes itself dry while standing in a creek .
504385521_6e668691a3.jpg#1,A blond dog shakes water off next to a lake .
504385521_6e668691a3.jpg#2,A brown dog is splashing water everywhere by shaking the water off of itself .
504385521_6e668691a3.jpg#3,A tan dog is shaking water off its fur .
504385521_6e668691a3.jpg#4,A white dog is standing by a river shaking himself dry .
504904434_889f426c6e.jpg#0,"A boy holding a toy football , runs along a paved path ."
504904434_889f426c6e.jpg#1,A boy runs past a house carrying a very small plastic foam football .
504904434_889f426c6e.jpg#2,A boy runs with a very small football down a paved walkway .
504904434_889f426c6e.jpg#3,A person runs with a small football .
504904434_889f426c6e.jpg#4,a young boy running on a sidewalk holding a small football .
505944126_f9a6ab8944.jpg#0,A brown dog and black dog are foraging in some brush-land .
505944126_f9a6ab8944.jpg#1,A light brown dog and a black and brown dog are in some dry brush .
505944126_f9a6ab8944.jpg#2,A yellow and black dog looking in the same direction standing in some brush .
505944126_f9a6ab8944.jpg#3,One tan dog with a stick and one mostly black dog .
505944126_f9a6ab8944.jpg#4,Two dogs playing outside .
506343925_b30a235de6.jpg#0,"A brown , white , and black dog runs in the sand ."
506343925_b30a235de6.jpg#1,a large brown dog is running across sand dunes in front of some small green foliage .
506343925_b30a235de6.jpg#2,A striped dog is running in the desert .
506343925_b30a235de6.jpg#3,A wild dog runs through the desert .
506343925_b30a235de6.jpg#4,A wolf running in sandy plains .
506367606_7cca2bba9b.jpg#0,An oriental florist arranging flowers
506367606_7cca2bba9b.jpg#1,A person looking to the right standing between plants in buckets and a banana box .
506367606_7cca2bba9b.jpg#2,A woman dressed in black standing at a green counter with barrels of flowers placed on it .
506367606_7cca2bba9b.jpg#3,A woman is standing at a counter that is holding buckets of flowers .
506367606_7cca2bba9b.jpg#4,The girl is sitting at the counter between the bucket of flowers and the cardboard boxes .
506412121_67ecc7ec05.jpg#0,A man fishes near some white waves .
506412121_67ecc7ec05.jpg#1,A man is holding up a stick by a breaking wave in the ocean .
506412121_67ecc7ec05.jpg#2,A man looks out over the water with an object in his hand .
506412121_67ecc7ec05.jpg#3,Man fishes in ocean .
506412121_67ecc7ec05.jpg#4,There is a fisherman standing in front of a large wave .
506478284_7cf8bdbe36.jpg#0,A couple dressed for a formal event posing together .
506478284_7cf8bdbe36.jpg#1,A couple outside a church after a wedding .
506478284_7cf8bdbe36.jpg#2,"A couple posing outside a building , while a woman in a green dress walks by ."
506478284_7cf8bdbe36.jpg#3,A young couple in formal pose for a picture .
506478284_7cf8bdbe36.jpg#4,"Young couple pose for camera in formal wear , older man and woman in background ."
506738508_327efdf9c3.jpg#0,"Two men dressed in white formal clothes and sunglasses pose , while one holds a drink ."
506738508_327efdf9c3.jpg#1,Two men in white suits and glasses with a drink .
506738508_327efdf9c3.jpg#2,Two men in white suits cheer
506738508_327efdf9c3.jpg#3,Two men wearing white suits and sunglasses are at a party punching their hands into the air .
506738508_327efdf9c3.jpg#4,Two young men in sunglasses and white suits raise their arms and smile in a bar .
506808265_fe84ada926.jpg#0,A lady with red hair is standing in front of a mixing table with another person behind her holding up their hands .
506808265_fe84ada926.jpg#1,A middle aged woman is standing by a DJ deck in a house .
506808265_fe84ada926.jpg#2,A middle aged woman pretends to be a DJ as younger people point .
506808265_fe84ada926.jpg#3,An older woman stands by turn tables as another female flips off the camera .
506808265_fe84ada926.jpg#4,Red haired lady acts like a DJ .
507758961_e63ca126cc.jpg#0,A child in a white and orange outfit doing push ups .
507758961_e63ca126cc.jpg#1,A girl wearing blue goggles on her head makes a face while laying on the grass .
507758961_e63ca126cc.jpg#2,A little girl makes a goofy face and does a half push up in the grass .
507758961_e63ca126cc.jpg#3,"A little girl with a bow in her hair , doing a push-up on the grass ."
507758961_e63ca126cc.jpg#4,Child lying in the grass and wearing blue swim goggles on its head .
508432819_3d055f395d.jpg#0,A jeep tries driving over a rocky hill .
508432819_3d055f395d.jpg#1,An off road vehicle climbs over a dirt hill .
508432819_3d055f395d.jpg#2,A vehicle comes over the top of a hill .
508432819_3d055f395d.jpg#3,A white jeep in the dirt in the woods .
508432819_3d055f395d.jpg#4,Monster Truck rides through dirt field
508929192_670910fdd2.jpg#0,Children are playing badminton in the garden .
508929192_670910fdd2.jpg#1,Children play badminton on the lawn .
508929192_670910fdd2.jpg#2,Three children are playing badminton .
508929192_670910fdd2.jpg#3,"Three young boys playing badminton , with a fence in the background ."
508929192_670910fdd2.jpg#4,Two boys hold badminton rackets to the sky in a backyard .
508958120_afe274f726.jpg#0,A bald man is sitting on a rock next to a woman in a black jacket .
508958120_afe274f726.jpg#1,One person is sitting on a large rock while another person is standing nearby
508958120_afe274f726.jpg#2,The couple pauses atop a rocky overlook .
508958120_afe274f726.jpg#3,two people are sitting on a rock looking at the horizon .
508958120_afe274f726.jpg#4,Two people on a rock looking at each other .
509123893_07b8ea82a9.jpg#0,Two cute little girls enjoying corn on the cob .
509123893_07b8ea82a9.jpg#1,Two girls enjoy corn on the cob while sitting on a curb .
509123893_07b8ea82a9.jpg#2,Two little girls sitting on the edge of a street eating corn on the cob .
509123893_07b8ea82a9.jpg#3,Two young girls are sitting on the street eating corn .
509123893_07b8ea82a9.jpg#4,Two young girls eating corn on the cob on a sidewalk without shoes .
510531976_90bbee22a2.jpg#0,A boy in a white tracksuit is break dancing on the ground in front of a colorful wall .
510531976_90bbee22a2.jpg#1,A city break dancer starts to spin .
510531976_90bbee22a2.jpg#2,A man balances on his forearms while a child watches in front of a colorful background .
510531976_90bbee22a2.jpg#3,Children watch a man doing dance moves .
510531976_90bbee22a2.jpg#4,The break dancer is wearing a white shirt and grey pants .
510791586_3913ade6a7.jpg#0,A girl wading through water in a lake .
510791586_3913ade6a7.jpg#1,A lit girl splashes around in natural water .
510791586_3913ade6a7.jpg#2,a young child running in the shallows at a lake .
510791586_3913ade6a7.jpg#3,A young girl playing in the water with others watching in the background .
510791586_3913ade6a7.jpg#4,Someone is splashing through ankle-high sun-lit water .
511844627_0ec78e01e9.jpg#0,A man skis on a snowy mountain .
511844627_0ec78e01e9.jpg#1,A person skis down a steep snowy hill .
511844627_0ec78e01e9.jpg#2,a skier skiing down a snowy mountainside
511844627_0ec78e01e9.jpg#3,A skier speeds through the snow .
511844627_0ec78e01e9.jpg#4,The skier is descending the hill whilst wearing a silver helmet and red backpack .
512026551_ba63ddbd31.jpg#0,A brown dog fetching a ball out of the water .
512026551_ba63ddbd31.jpg#1,A brown dog is climbing out of the water with a green ball in its mouth .
512026551_ba63ddbd31.jpg#2,A brown dog is pulling itself out of the water onto some rocks with a tennis ball in its mouth .
512026551_ba63ddbd31.jpg#3,A dog fetches a tennis ball out of a pool of water .
512026551_ba63ddbd31.jpg#4,A dog with a ball in its mouth getting out of the water .
512031915_0dd03dcdf9.jpg#0,A black dog on a white carpet next to an orange .
512031915_0dd03dcdf9.jpg#1,A black puppy is playing with an orange on a carpeted floor .
512031915_0dd03dcdf9.jpg#2,A black puppy standing inside beside an orange .
512031915_0dd03dcdf9.jpg#3,An orange on the floor next to a dog .
512031915_0dd03dcdf9.jpg#4,The black dog is standing by the wall next to the orange .
512101751_05a6d93e19.jpg#0,a muzzled white dog is running on the grass .
512101751_05a6d93e19.jpg#1,A white dog with a muzzle is running on the grass .
512101751_05a6d93e19.jpg#2,A white dog with a muzzle is running through an uncut field with a fence nearby .
512101751_05a6d93e19.jpg#3,A white dog with a muzzle trots on grass in front of trees .
512101751_05a6d93e19.jpg#4,White dog with a muzzle running in the grass .
512163695_51a108761d.jpg#0,A male in grey pants with a blue shirt and backpack walking down a sidewalk in a neighborhood .
512163695_51a108761d.jpg#1,A man walks between houses
512163695_51a108761d.jpg#2,A person with a backpack carrying bags of groceries down a sidewalk between houses .
512163695_51a108761d.jpg#3,A woman with a backpack walks along a series of buildings .
512163695_51a108761d.jpg#4,The person is walking down a paved walk between two rows of houses .
512306469_1392697d32.jpg#0,A boy with blue face paint sucks his thumb .
512306469_1392697d32.jpg#1,"A toddler , with a paper hat and face paint , sucking his thumb ."
512306469_1392697d32.jpg#2,A young face-painted boy is sucking his thumb .
512306469_1392697d32.jpg#3,"The child has blue and black face paint on , and is wearing a paper crown ."
512306469_1392697d32.jpg#4,"Young boy wearing a paper printed hat , blue jacket and blue and black face paint holds hands near mouth"
512550372_438849ce19.jpg#0,A man in an orange cap standing on top of a pointy rock .
512550372_438849ce19.jpg#1,"A man in brown pants , white shirt and orange hat stands on a rock near a wooded area ."
512550372_438849ce19.jpg#2,A man is standing on the top of a rock .
512550372_438849ce19.jpg#3,a man wearing an orange cap and brown cargo pants stands on a rock by some green trees .
512550372_438849ce19.jpg#4,"A man wearing an orange cap , white shirt , cargo pants , and hiking boots stands on a rock ."
512634877_d7ad8c8329.jpg#0,A brown dog in a red harness chasing a red ball .
512634877_d7ad8c8329.jpg#1,A brown dog with a harness is chasing after a red ball .
512634877_d7ad8c8329.jpg#2,A dog in a harness chasing a red ball .
512634877_d7ad8c8329.jpg#3,A dog wearing a harness is playing with red ball in a grassy area .
512634877_d7ad8c8329.jpg#4,A pitbull dog chasing a red ball .
513269597_c38308feaf.jpg#0,A black dog carries a bucket in its mouth .
513269597_c38308feaf.jpg#1,A black dog carrying a hanging flower pot .
513269597_c38308feaf.jpg#2,A dog next to pine tree biting on a bucket
513269597_c38308feaf.jpg#3,A furry black dog in a backyard carrying a basket in its mouth .
513269597_c38308feaf.jpg#4,A furry dog is walking by green trees while carrying something in its mouth .
514073775_56796be990.jpg#0,A group of children are playing with bubbles outdoors .
514073775_56796be990.jpg#1,Children play outside of a building trying to catch large bubbles .
514073775_56796be990.jpg#2,group of kids outside a building reaching for a bubble
514073775_56796be990.jpg#3,The kids in front of the building are playing with a bubble .
514073775_56796be990.jpg#4,"With a yellow building in the background , several children are looking in the air ."
514222303_cb98584536.jpg#0,A girl in a hat hangs from ropes in the woods .
514222303_cb98584536.jpg#1,A girl in a yellow sun hat is hanging on ropes .
514222303_cb98584536.jpg#2,A little girl in a hat and red pants balances on tightropes .
514222303_cb98584536.jpg#3,"A little girl in a hat , striped shirt , and red shorts walking on a rope bridge ."
514222303_cb98584536.jpg#4,A young girl balances on a rope ladder outside .
514431934_9cf78f05a9.jpg#0,An Ambulance is passing a man wearing a bandanna and girl .
514431934_9cf78f05a9.jpg#1,an ambulance drives on the street .
514431934_9cf78f05a9.jpg#2,A red ambulance drives down the street as two people look on .
514431934_9cf78f05a9.jpg#3,Two people in Seattle looking at an ambulance in the street .
514431934_9cf78f05a9.jpg#4,Two people stand before an ambulance .
514905846_b54d13946a.jpg#0,A boy in a shirt and tie jumps off a staircase .
514905846_b54d13946a.jpg#1,"A child , wearing a tie , jumps off steps ."
514905846_b54d13946a.jpg#2,A young boy in dress clothes and a tie is jumping in the air .
514905846_b54d13946a.jpg#3,"Boy in white dress shirt , black slacks , tie and sneakers jumping down from steps near yellow flowers ."
514905846_b54d13946a.jpg#4,"The young boy with nice pants , a belt , and a tie is jumping off the steps"
515335111_c4afd5b903.jpg#0,A man and a dog are in a canoe on the water .
515335111_c4afd5b903.jpg#1,A man paddles a canoe accompanied by a dog .
515335111_c4afd5b903.jpg#2,Man in kayak with large dog
515335111_c4afd5b903.jpg#3,"Man paddling canoe on green water , with dog in boat ."
515335111_c4afd5b903.jpg#4,The man holds a wooden paddle in a canoe with his dog .
515702827_be3c6ce857.jpg#0,A child in a pink hat on a pink surfboard .
515702827_be3c6ce857.jpg#1,A girl in pink and man in black paddle through water .
515702827_be3c6ce857.jpg#2,A man in a black shirt swims next to a girl on a pink surfboard .
515702827_be3c6ce857.jpg#3,A man swimming beside a girl on a pink body board .
515702827_be3c6ce857.jpg#4,"Two children splash through the water , one is wearing a pink swim cap ."
516214924_c2a4364cb3.jpg#0,A brown dog chews on an orange ball .
516214924_c2a4364cb3.jpg#1,A dog bites a big orange ball .
516214924_c2a4364cb3.jpg#2,A dog has an orange ball in its mouth .
516214924_c2a4364cb3.jpg#3,A dog playing with a ball .
516214924_c2a4364cb3.jpg#4,The brown dog has an orange ball in its mouth .
516725192_c9cdd63878.jpg#0,A fisherman stands on the beach on a gray day .
516725192_c9cdd63878.jpg#1,A man holding a fishing pole and tackle box walking in from the ocean .
516725192_c9cdd63878.jpg#2,a man in a yellow cap is on the beach carrying a fishing pole .
516725192_c9cdd63878.jpg#3,A Man with a fishing pole standing on a beach .
516725192_c9cdd63878.jpg#4,A person is standing in the ocean fully clothed holding a fishing pole in one hand and a tackle box in the other .
516761840_842dabc908.jpg#0,Two girls in skirts smiling in a park .
516761840_842dabc908.jpg#1,Two girls playing .
516761840_842dabc908.jpg#2,Two girls playing with people and flowers behind them .
516761840_842dabc908.jpg#3,Two young girls running towards tge camera in front of a flower garden and 4 adults looking at the flower garden .
516761840_842dabc908.jpg#4,Two young girls wearing skirts are playing in a garden .
516998046_1175674fcd.jpg#0,A black dog splashes through the water .
516998046_1175674fcd.jpg#1,A brown and tan dog is running through shallow water .
516998046_1175674fcd.jpg#2,A dog is running in the ocean beside the beach .
516998046_1175674fcd.jpg#3,A dog running through water .
516998046_1175674fcd.jpg#4,Dog splashes running across water .
517094985_4b9e926936.jpg#0,A child is riding a unicycle along a riverside path next to a woman who is walking a dog .
517094985_4b9e926936.jpg#1,A woman and a boy on a unicycle .
517094985_4b9e926936.jpg#2,A woman holds a leash with a dog in one hand and the hand of a child riding a unicycle in the other .
517094985_4b9e926936.jpg#3,A woman holding the hand of a child in a red helmet on a unicycle .
517094985_4b9e926936.jpg#4,The woman walking the dog is holding the hand of the child on the unicycle .
517102724_a0f3069156.jpg#0,A black dog in front of a waterfall .
517102724_a0f3069156.jpg#1,A black dog is standing in front of a waterfall .
517102724_a0f3069156.jpg#2,A black dog plays around near a waterfall .
517102724_a0f3069156.jpg#3,Black dog prancing through the river .
517102724_a0f3069156.jpg#4,The large black dog is walking in the water .
518144037_9a1754b2a6.jpg#0,A blonde boy with a long purple Mohawk is playing the violin .
518144037_9a1754b2a6.jpg#1,A boy with a blue Mohawk plays the violin .
518144037_9a1754b2a6.jpg#2,"A boy with a purple , spiky Mohawk plays violin ."
518144037_9a1754b2a6.jpg#3,A kid with a blue Mohawk is playing a violin
518144037_9a1754b2a6.jpg#4,A young boy with a purple Mohawk playing the violin .
